iter	Logloss
133	0.04002961937
134	0.03952912563
135	0.03920342537
136	0.03903904624
137	0.03864652638
138	0.03828713743
139	0.03785055352
140	0.03762455416
141	0.03731368363
142	0.036894613
143	0.0365316863
144	0.03627721322
145	0.03588114779
146	0.03568586884
147	0.03537355903
148	0.03507167137
149	0.0346169735
150	0.03420843425
151	0.03382410935
152	0.03358203209
153	0.03344983216
154	0.03318660245
155	0.03286318009
156	0.03263036849
157	0.03226617606
158	0.0321214516
159	0.03178890595
160	0.03145149832
161	0.03120440306
162	0.03090243544
163	0.03053957504
164	0.0302066686
165	0.0300041893
166	0.0296796475
167	0.02959881531
168	0.02938793432
169	0.02902285258
170	0.02869900506
171	0.02846083612
172	0.02821142201
173	0.02800465215
174	0.02774721859
175	0.02753957503
176	0.02735866749
177	0.0270491719
178	0.02684844003
179	0.0266375688
180	0.02644779931
181	0.02626951292
182	0.02600634366
183	0.02580516324
184	0.02553241238
185	0.02532939872
186	0.02521120161
187	0.02500424843
188	0.02475907222
189	0.02450373909
190	0.02430263472
191	0.02407093282
192	0.02387174556
193	0.02363872528
194	0.02352124392
195	0.02323300024
196	0.02301542598
197	0.02283641995
198	0.02265006145
199	0.02245851918
200	0.02222853936
201	0.02217351683
202	0.02206820311
203	0.02191569517
204	0.02177268693
205	0.02164215837
206	0.02148172655
207	0.02133305868
208	0.02122341148
209	0.02102899844
210	0.02095239635
211	0.02083269365
212	0.02068324957
213	0.020636697
214	0.02050409922
215	0.02039741836
216	0.02026006781
217	0.02010357551
218	0.01998408538
219	0.01993793651
220	0.01979839777
221	0.01971159391
222	0.01956829313
223	0.01944167092
224	0.01929471927
225	0.01914262089
226	0.01899545471
227	0.01884434121
228	0.01875904489
229	0.0186460062
230	0.01849279423
231	0.01839559941
232	0.01826637752
233	0.01819862569
234	0.01807096789
235	0.01801521208
236	0.01784995143
237	0.01769067027
238	0.01749359708
239	0.01737800356
240	0.01734739432
241	0.01722682376
242	0.01714278925
243	0.01704292843
244	0.01694817923
245	0.01689890801
246	0.01673804909
247	0.01661741807
248	0.01650916336
249	0.01632476487
250	0.01626691058
251	0.01612510954
252	0.01600720692
253	0.0159203114
254	0.01584172493
255	0.01574902544
256	0.01568990251
257	0.01558425626
258	0.01543289021
259	0.01534706342
260	0.01526203331
261	0.01516772292
262	0.01514044471
263	0.01510779745
264	0.01502462496
265	0.01494376742
266	0.01487055585
267	0.01477643756
268	0.01471760522
269	0.0146380446
270	0.01458011229
271	0.01453122332
272	0.01446215702
273	0.01442165024
274	0.01434309887
275	0.01424820243
276	0.0141590407
277	0.01402253656
278	0.01390761198
279	0.01384745249
280	0.01374910507
281	0.01370391183
282	0.0136580321
283	0.01361044882
284	0.01345691115
285	0.01330631252
286	0.01325212178
287	0.01316803072
288	0.01302612047
289	0.01298075951
290	0.01290693751
291	0.01286196367
292	0.01283139734
293	0.01272863454
294	0.01268386353
295	0.01262581129
296	0.01251778963
297	0.01250094626
298	0.01246327028
299	0.01243691357
300	0.01239899867
301	0.01230153472
302	0.01223262541
303	0.01218927419
304	0.0121141972
305	0.01200125408
306	0.01193670456
307	0.01188654597
308	0.01177527714
309	0.01172109226
310	0.01165815755
311	0.01158508933
312	0.01152282844
313	0.01146382934
314	0.01141961416
315	0.01139415359
316	0.01130997476
317	0.01120491262
318	0.01118609754
319	0.01113379172
320	0.01102875688
321	0.01096024347
322	0.010940503
323	0.01088713917
324	0.01083916877
325	0.01081949168
326	0.01075806257
327	0.01074434936
328	0.01073388039
329	0.0106489478
330	0.01057442078
331	0.01050635496
332	0.01044613793
333	0.01037437833
334	0.01035549109
335	0.01029446374
336	0.01020625861
337	0.01016210388
338	0.01006815331
339	0.01001570902
340	0.009999314213
341	0.009929013399
342	0.009850451308
343	0.009833483121
344	0.009786656542
345	0.009760797146
346	0.009705230502
347	0.009688106295
348	0.009643830648
349	0.009592757391
350	0.009554485602
351	0.00953824486
352	0.009501918449
353	0.009447738437
354	0.009402601753
355	0.00934699903
356	0.009322316612
357	0.009263807035
358	0.009220772726
359	0.009162621995
360	0.009145650883
361	0.009112044102
362	0.00907160168
363	0.009045228393
364	0.008982216654
365	0.008974239139
366	0.008926580776
367	0.008893726794
368	0.008877787366
369	0.008841911464
370	0.008809760548
371	0.008802463672
372	0.00878303719
373	0.008720045928
374	0.008654975696
375	0.008625140707
376	0.008613057907
377	0.008604071135
378	0.008569055296
379	0.008538621579
380	0.008489224565
381	0.008420598044
382	0.008365528715
383	0.0083537131
384	0.008339684921
385	0.00830603816
386	0.008245481791
387	0.008220418099
388	0.008206465981
389	0.008171319962
390	0.008144130492
391	0.008121319344
392	0.008102911382
393	0.008060373899
394	0.008027366822
395	0.008006027627
396	0.007963430662
397	0.00792703453
398	0.007919028737
399	0.007899439896
400	0.007856582571
401	0.007817174759
402	0.007800104184
403	0.007760293645
404	0.007753643278
405	0.007724722958
406	0.007700256043
407	0.007668521507
408	0.007633142432
409	0.007598396703
410	0.00758410524
411	0.007552212245
412	0.007523657598
413	0.007494307734
414	0.007466275268
415	0.00745304328
416	0.007422941594
417	0.007391591745
418	0.007358212656
419	0.007336336655
420	0.007291311135
421	0.007272994348
422	0.007251191481
423	0.007221900125
424	0.00719368921
425	0.00716323404
426	0.007133942684
427	0.007121497624
428	0.007093202361
429	0.007045819959
430	0.007017035182
431	0.007002983113
432	0.006976007684
433	0.006965446082
434	0.006960543631
435	0.006929773982
436	0.00690367568
437	0.00686228836
438	0.006817305746
439	0.006787093383
440	0.006764927281
441	0.006731268331
442	0.006706764849
443	0.006683765501
444	0.006663167404
445	0.006616755253
446	0.006610163394
447	0.006594898754
448	0.006570249491
449	0.006550673327
450	0.006544954694
451	0.006514191871
452	0.006460754418
453	0.006426349983
454	0.006413640176
455	0.006377408841
456	0.006331468165
457	0.006322073303
458	0.006317558952
459	0.00630319923
460	0.006298615157
461	0.006260702215
462	0.006239036841
463	0.006233096854
464	0.006219111581
465	0.006184733962
466	0.006152423125
467	0.006121973806
468	0.006118193238
469	0.006101568296
470	0.006070520249
471	0.006042014846
472	0.006008076034
473	0.005990665139
474	0.005965322073
475	0.005941939013
476	0.005939629424
477	0.005918337524
478	0.005901214291
479	0.005897412271
480	0.005867484157
481	0.00582556393
482	0.005787257524
483	0.005769613574
484	0.005743849253
485	0.005740703005
486	0.005735917082
487	0.005729677243
488	0.005702327853
489	0.005658258446
490	0.005653388174
491	0.005641958221
492	0.005631850541
493	0.005613638579
494	0.005590745033
495	0.005586350135
496	0.005580323849
497	0.005531233513
498	0.005512324823
499	0.005481829185
500	0.005454229675
501	0.005445975711
502	0.005437655927
503	0.005419468343
504	0.005378052257
505	0.005351171903
506	0.00533603598
507	0.005314351103
508	0.005302075228
509	0.005297570141
510	0.005274569818
511	0.005270192472
512	0.005246825989
513	0.005240686101
514	0.005220569228
515	0.005215766727
516	0.00520293698
517	0.005197288069
518	0.00519361379
519	0.00517058665
520	0.005166431634
521	0.005159701306
522	0.005132596186
523	0.005112980529
524	0.005100022552
525	0.005072936934
526	0.005069019848
527	0.005046162381
528	0.005039756283
529	0.005016566786
530	0.005012791093
531	0.00497335549
532	0.00496364615
533	0.004959820726
534	0.004954576005
535	0.004928825823
536	0.004914283752
537	0.004912151637
538	0.00490216536
539	0.00487091985
540	0.004858576203
541	0.004855934096
542	0.004853036994
543	0.004836845983
544	0.004832286289
545	0.00482521613
546	0.004821852429
547	0.004811676977
548	0.004796670746
549	0.004775632379
550	0.004765952779
551	0.004748805657
552	0.00473854927
553	0.004721047688
554	0.004717378285
555	0.004705162867
556	0.004690288278
557	0.004676276677
558	0.004670408362
559	0.004651246139
560	0.004635867897
561	0.00462881724
562	0.004623319961
563	0.00460839174
564	0.004591694151
565	0.004585843389
566	0.004582044293
567	0.004567161416
568	0.004550778793
569	0.004532109009
570	0.004525146601
571	0.004514198362
572	0.004512398765
573	0.004501510983
574	0.004498901543
575	0.004496077087
576	0.004480865592
577	0.004462173868
578	0.004460137315
579	0.004454224631
580	0.004441490446
581	0.004434145789
582	0.004418220988
583	0.004402180635
584	0.004398912496
585	0.004385484996
586	0.004370030206
587	0.004352421361
588	0.004342018705
589	0.0043410231
590	0.004324729701
591	0.004319615159
592	0.004303166715
593	0.004300238408
594	0.004294565119
595	0.004273986524
596	0.004266786673
597	0.004253534695
598	0.004242824874
599	0.004229921017
600	0.004218153183
601	0.004214674905
602	0.004195233796
603	0.004188126094
604	0.00418544742
605	0.004176848261
606	0.004175487472
607	0.004150472536
608	0.004134100151
609	0.004114078842
610	0.004099623557
611	0.0040911263
612	0.00408775431
613	0.004075216126
614	0.004071659106
615	0.004057523907
616	0.004043880903
617	0.004035312461
618	0.004028314949
619	0.004024191137
620	0.004006657132
621	0.00400316764
622	0.003994634546
623	0.003983386943
624	0.003982330149
625	0.003978779955
626	0.003972951376
627	0.00397057426
628	0.003959034362
629	0.003952263567
630	0.003939524262
631	0.003937162017
632	0.003920046098
633	0.003916747487
634	0.00390961687
635	0.003899639126
636	0.003898715437
637	0.00388463777
638	0.003879683393
639	0.003864949954
640	0.003860795181
641	0.003849028566
642	0.003837616897
643	0.00382830614
644	0.003825846625
645	0.003813324287
646	0.003807950605
647	0.003804666621
648	0.003794404627
649	0.003779990541
650	0.003773023258
651	0.003748344741
652	0.003735986955
653	0.003733319983
654	0.003725506289
655	0.003713724803
656	0.003705916473
657	0.003692827829
658	0.003683247449
659	0.003680119973
660	0.003677296736
661	0.003667162484
662	0.003664481859
663	0.003662351694
664	0.003651936849
665	0.003649390792
666	0.00363846108
667	0.003629478453
668	0.00361858994
669	0.003614974168
670	0.003605356977
671	0.003597960882
672	0.003596994043
673	0.003588312974
674	0.003570579069
675	0.003569474006
676	0.003561861676
677	0.003552269594
678	0.003541417892
679	0.003521264209
680	0.0035185575
681	0.00351523768
682	0.003512410298
683	0.003502729724
684	0.003502029339
685	0.003490332933
686	0.003488217395
687	0.003482450493
688	0.003477322543
689	0.003474277221
690	0.003464905031
691	0.003456746142
692	0.003450039949
693	0.003441449567
694	0.003440500525
695	0.003438003224
696	0.003429617618
697	0.003420525533
698	0.003418141104
699	0.003415955356
700	0.003410447595
701	0.003409804986
702	0.003404234572
703	0.003394619575
704	0.00338892337
705	0.003386671802
706	0.003377494636
707	0.003376588256
708	0.00336832576
709	0.003355019907
710	0.003346419286
711	0.003340821812
712	0.003322334134
713	0.003320242486
714	0.003315835155
715	0.003313350531
716	0.003310725245
717	0.003289184931
718	0.003281142083
719	0.003266603669
720	0.003254525013
721	0.00325343799
722	0.003248117209
723	0.003246753981
724	0.003238530734
725	0.003236116807
726	0.003234187518
727	0.003226840179
728	0.003224713671
729	0.003216911191
730	0.003212494597
731	0.003207150169
732	0.003205125317
733	0.003203601925
734	0.003202372777
735	0.003199481769
736	0.00319701616
737	0.003188364345
738	0.003176910014
739	0.003175490717
740	0.003167411301
741	0.003163300165
742	0.003161241916
743	0.003154469414
744	0.003144103325
745	0.003141950732
746	0.003137395913
747	0.003132953234
748	0.003125196829
749	0.003117891421
750	0.003116526974
751	0.003104934907
752	0.003102633607
753	0.003100922746
754	0.00309353494
755	0.003088864812
756	0.003087783152
757	0.003079439721
758	0.003077358068
759	0.003071321788
760	0.003065981992
761	0.003065059521
762	0.003063799901
763	0.003054645895
764	0.003048935063
765	0.003047317327
766	0.003040390268
767	0.003039917332
768	0.003033434199
769	0.003022749731
770	0.003021017174
771	0.003013479441
772	0.003009208141
773	0.003002019504
774	0.00299743275
775	0.002990968388
776	0.002984816799
777	0.002983397989
778	0.002975537246
779	0.002974871965
780	0.00296426307
781	0.002963253813
782	0.002961416917
783	0.002955072497
784	0.002949993547
785	0.002941833196
786	0.002939556762
787	0.002932900788
788	0.002929624117
789	0.00292299374
790	0.002919406247
791	0.00291468907
792	0.00290182373
793	0.002900363477
794	0.002891467149
795	0.00289041133
796	0.002883190026
797	0.002882138108
798	0.002873280785
799	0.002870710837
800	0.00286500805
801	0.002859806234
802	0.002846847039
803	0.002842407773
804	0.002835493634
805	0.002835379544
806	0.002825378884
807	0.002820799443
808	0.002815270716
809	0.002813995982
810	0.002812617152
811	0.002811507701
812	0.002802837358
813	0.002801946336
814	0.00280136126
815	0.002796262076
816	0.002792735529
817	0.002784680248
818	0.002774905573
819	0.0027740538
820	0.002772493109
821	0.002767418304
822	0.002766722063
823	0.002760811817
824	0.002752094912
825	0.002745395058
826	0.002740681781
827	0.002731670631
828	0.00272487814
829	0.002723456892
830	0.002718671699
831	0.002705597195
832	0.002697102619
833	0.002693444429
834	0.002688016628
835	0.002683738746
836	0.002680403079
837	0.002678482567
838	0.002673090357
839	0.002668120866
840	0.002664710359
841	0.00265854975
842	0.002652825022
843	0.002646440377
844	0.002639337064
845	0.002634384393
846	0.00263253994
847	0.002628764248
848	0.002627296682
849	0.002622687987
850	0.002618355498
851	0.002612654904
852	0.002606793172
853	0.002603867059
854	0.002602805145
855	0.00259586931
856	0.002594156256
857	0.002589134107
858	0.002584035655
859	0.002576513281
860	0.002570379487
861	0.002565397319
862	0.002562047757
863	0.002554723822
864	0.002549807718
865	0.002543070565
866	0.002538009411
867	0.002532791019
868	0.00252798608
869	0.002526468538
870	0.002519879604
871	0.002515533219
872	0.00251472362
873	0.002510262169
874	0.002504231252
875	0.002503491131
876	0.002502350719
877	0.002495342481
878	0.002490555582
879	0.002488379586
880	0.002484050509
881	0.002478813589
882	0.002473526937
883	0.002468054036
884	0.002459723525
885	0.002454347649
886	0.002448048328
887	0.002446972519
888	0.002442151247
889	0.002437524025
890	0.002436298047
891	0.002431354884
892	0.002426556039
893	0.002424729139
894	0.002423409304
895	0.002419167989
896	0.002414904245
897	0.002409152946
898	0.002403842403
899	0.002402512574
900	0.002401824865
901	0.002395627689
902	0.002391278378
903	0.00238993514
904	0.00238651927
905	0.00237796448
906	0.00237069832
907	0.002368374592
908	0.002364355606
909	0.002362738602
910	0.002358920979
911	0.00235610725
912	0.002354571668
913	0.002350107292
914	0.002347052951
915	0.00234578626
916	0.002339615169
917	0.002333055976
918	0.002329326359
919	0.00232338369
920	0.002320650165
921	0.002310865008
922	0.002306703897
923	0.002301748545
924	0.002297894843
925	0.002295281746
926	0.00228595953
927	0.002282853994
928	0.00227773799
929	0.002276392802
930	0.002274287015
931	0.002271977427
932	0.002265819499
933	0.002261607925
934	0.002254517776
935	0.002252093366
936	0.00224557781
937	0.002243353545
938	0.002241498854
939	0.002240589547
940	0.002236996692
941	0.00223404937
942	0.002232872879
943	0.002223998247
944	0.002222623318
945	0.002220479013
946	0.0022195151
947	0.002215462228
948	0.002214336444
949	0.002209276753
950	0.002204496924
951	0.002202698546
952	0.002199002326
953	0.00219772491
954	0.002189361488
955	0.002188319809
956	0.002184454649
957	0.002178754056
958	0.002176363288
959	0.002173401827
960	0.002168027657
961	0.002167034247
962	0.002164903106
963	0.002163976736
964	0.00216043995
965	0.002158675945
966	0.002155827598
967	0.002155101372
968	0.002151477556
969	0.002150159184
970	0.002143567325
971	0.002141656076
972	0.002140057355
973	0.002137263616
974	0.002135631497
975	0.00213307252
976	0.002119938045
977	0.002118468041
978	0.002116311791
979	0.002115489759
980	0.002109587558
981	0.002108228475
982	0.002107079044
983	0.002106191678
984	0.002102780683
985	0.00209968953
986	0.002097558146
987	0.002095230518
988	0.002092546724
989	0.002089730801
990	0.002086807126
991	0.002083891496
992	0.002081323743
993	0.00207756609
994	0.002076287942
995	0.002074845729
996	0.002072651206
997	0.002069418659
998	0.002066692692
999	0.002065461106
1000	0.002064720009
1001	0.002059597179
1002	0.002057661064
1003	0.002054350508
1004	0.002053794198
1005	0.002049046791
1006	0.002044938215
1007	0.002043583032
1008	0.002039890713
1009	0.002032594447
1010	0.00203013993
1011	0.002028475997
1012	0.002027961984
1013	0.002024210304
1014	0.002020904379
1015	0.002019620381
1016	0.002017297993
1017	0.002013280348
1018	0.002009665186
1019	0.002006440806
1020	0.002004332094
1021	0.002003884267
1022	0.001999891853
1023	0.0019990569
1024	0.001994694303
1025	0.001992986734
1026	0.001992530252
1027	0.001986236904
1028	0.00198518206
1029	0.001984304811
1030	0.001980501816
1031	0.001979369937
1032	0.001978630059
1033	0.001974269778
1034	0.001970729214
1035	0.001966946817
1036	0.001966368567
1037	0.001963634311
1038	0.001962893092
1039	0.001960766827
1040	0.00195758511
1041	0.00195675808
1042	0.001955650823
1043	0.001950677431
1044	0.001949588458
1045	0.001948570181
1046	0.00194563578
1047	0.001940161904
1048	0.001937234938
1049	0.001934690466
1050	0.001930319093
1051	0.001928604332
1052	0.001925010623
1053	0.001923426407
1054	0.001919912171
1055	0.001917419258
1056	0.001915707301
1057	0.001912802884
1058	0.001911680391
1059	0.001910907969
1060	0.001907258921
1061	0.001904907402
1062	0.001903977253
1063	0.001903228111
1064	0.001900822351
1065	0.001898806763
1066	0.001898639041
1067	0.001895005474
1068	0.001894099825
1069	0.001891251234
1070	0.001890373254
1071	0.001886994561
1072	0.001883937781
1073	0.001881610396
1074	0.001878934404
1075	0.00187743734
1076	0.001875760365
1077	0.001872758193
1078	0.001870108772
1079	0.00186730455
1080	0.001864308716
1081	0.00186375972
1082	0.001860930998
1083	0.001860373469
1084	0.001859574352
1085	0.001856462843
1086	0.001855795003
1087	0.001851708611
1088	0.001850948865
1089	0.001849917059
1090	0.001848046765
1091	0.001844752542
1092	0.001842138226
1093	0.001840240385
1094	0.001833305281
1095	0.00183300677
1096	0.001827866509
1097	0.001826635777
1098	0.001823994889
1099	0.001823284875
1100	0.001821293299
1101	0.001819012599
1102	0.001815983854
1103	0.001813830164
1104	0.001812869298
1105	0.001809079223
1106	0.001808114091
1107	0.001805530735
1108	0.001800398641
1109	0.001794097857
1110	0.001793710488
1111	0.001793204275
1112	0.001789745378
1113	0.001788995017
1114	0.001788238562
1115	0.001785822685
1116	0.001784994193
1117	0.001784510895
1118	0.001781678517
1119	0.001780499344
1120	0.001780183891
1121	0.001777805434
1122	0.001776494619
1123	0.0017730395
1124	0.001771338513
1125	0.001768529781
1126	0.001766581477
1127	0.001764718253
1128	0.00176158395
1129	0.001761360281
1130	0.001761035198
1131	0.001759937448
1132	0.001755364955
1133	0.001753577425
1134	0.001749847564
1135	0.001747919738
1136	0.00174742998
1137	0.00174554896
1138	0.001744143071
1139	0.001743321526
1140	0.001738585821
1141	0.001733436906
1142	0.001732673869
1143	0.001726873082
1144	0.001726055194
1145	0.001725413317
1146	0.001722609339
1147	0.001722261584
1148	0.001721796083
1149	0.001718764656
1150	0.001718174948
1151	0.001710509596
1152	0.001709899532
1153	0.001709243515
1154	0.001707522416
1155	0.001704534261
1156	0.001702174087
1157	0.001698976645
1158	0.001698143277
1159	0.001695431936
1160	0.001694787134
1161	0.001694290794
1162	0.00169038992
1163	0.001688840443
1164	0.001687048647
1165	0.001684380821
1166	0.00168268349
1167	0.001681569895
1168	0.001679254943
1169	0.00167451095
1170	0.001673896864
1171	0.001670723191
1172	0.00166988775
1173	0.001669141047
1174	0.001666854374
1175	0.001665244317
1176	0.001663221172
1177	0.001661469234
1178	0.001658740341
1179	0.001654993171
1180	0.001652144094
1181	0.001650342912
1182	0.001647341349
1183	0.001644701314
1184	0.00164317268
1185	0.00164038272
1186	0.001637385911
1187	0.001635750622
1188	0.001633720042
1189	0.001630472259
1190	0.001629963974
1191	0.001628929608
1192	0.001627674498
1193	0.001624152948
1194	0.001623345055
1195	0.00162120392
1196	0.001619720508
1197	0.001617089737
1198	0.001614856574
1199	0.001611943625
1200	0.001609862216
1201	0.00160926361
1202	0.001608171346
1203	0.001606287888
1204	0.001602846177
1205	0.001601151406
1206	0.001599897392
1207	0.00159937765
1208	0.001596560507
1209	0.001595915217
1210	0.001588729993
1211	0.001586520355
1212	0.001586197954
1213	0.001585092769
1214	0.001584251478
1215	0.001581544281
1216	0.001580183979
1217	0.001578211419
1218	0.001577846843
1219	0.001576949482
1220	0.001575994833
1221	0.001575380747
1222	0.001573815668
1223	0.001572119434
1224	0.001571882722
1225	0.00156985787
1226	0.001567153112
1227	0.001566863011
1228	0.001563387049
1229	0.001562288324
1230	0.00156206758
1231	0.001560753596
1232	0.001558775795
1233	0.001558276042
1234	0.001557269589
1235	0.001554769119
1236	0.001552847875
1237	0.001552149074
1238	0.00155162275
1239	0.001550116422
1240	0.001548483328
1241	0.001546171423
1242	0.001545912405
1243	0.001544881086
1244	0.001544499568
1245	0.001544235552
1246	0.0015427586
1247	0.001541315168
1248	0.001540712296
1249	0.001540543112
1250	0.001539001314
1251	0.001538670014
1252	0.001537419292
1253	0.001535654434
1254	0.001532717107
1255	0.001531100712
1256	0.001528561847
1257	0.001526944964
1258	0.001525740194
1259	0.001525623301
1260	0.001523696694
1261	0.001522715838
1262	0.001522222911
1263	0.001521867477
1264	0.001519577879
1265	0.001517562413
1266	0.001516909443
1267	0.001514822793
1268	0.001513425436
1269	0.001511085253
1270	0.001510817702
1271	0.001510061735
1272	0.001507688154
1273	0.001507514215
1274	0.001506560175
1275	0.001506026781
1276	0.001504250221
1277	0.001501656261
1278	0.001501530957
1279	0.001499543526
1280	0.001499063886
1281	0.001497278794
1282	0.001496966997
1283	0.001495602794
1284	0.001493887911
1285	0.001491380372
1286	0.001491147316
1287	0.001489690355
1288	0.001487575426
1289	0.001487007658
1290	0.001484681858
1291	0.001484220745
1292	0.001482051452
1293	0.0014795611
1294	0.001479339258
1295	0.001477948727
1296	0.0014772353
1297	0.001475814661
1298	0.001475156694
1299	0.001472680359
1300	0.001470819573
1301	0.001468670149
1302	0.001467389563
1303	0.001465716001
1304	0.001465404448
1305	0.001465218686
1306	0.001464884583
1307	0.001464186514
1308	0.001464052434
1309	0.001461913859
1310	0.001461388875
1311	0.001458982261
1312	0.001458280169
1313	0.00145519828
1314	0.001452255834
1315	0.001451007915
1316	0.001448476485
1317	0.001446943951
1318	0.001446110339
1319	0.001444238339
1320	0.001443835855
1321	0.001442535767
1322	0.001442073801
1323	0.001439474599
1324	0.001437904157
1325	0.001435887107
1326	0.001432293398
1327	0.001430890799
1328	0.00143043383
1329	0.001426529787
1330	0.001425223238
1331	0.001424242382
1332	0.001424115372
1333	0.001422679741
1334	0.001421212419
1335	0.00141953715
1336	0.001418115537
1337	0.00141756715
1338	0.00141651645
1339	0.001415424552
1340	0.001414498912
1341	0.001413152506
1342	0.001412860699
1343	0.001412561335
1344	0.001409971153
1345	0.001409315502
1346	0.001409218355
1347	0.00140875968
1348	0.001408180942
1349	0.001407902665
1350	0.001407727752
1351	0.001405733007
1352	0.001405618673
1353	0.001403468518
1354	0.001403467909
1355	0.001403347359
1356	0.001401209392
1357	0.001399334223
1358	0.001398238424
1359	0.001397220513
1360	0.00139676135
1361	0.001393803668
1362	0.001392055387
1363	0.001391817456
1364	0.001391093546
1365	0.001389143657
1366	0.001388583812
1367	0.001387570046
1368	0.001386093216
1369	0.001384778257
1370	0.001382954647
1371	0.001381718064
1372	0.001380299742
1373	0.001378654215
1374	0.00137829805
1375	0.001377444082
1376	0.001375582199
1377	0.001375403141
1378	0.0013751117
1379	0.001373542111
1380	0.001371839051
1381	0.001370278239
1382	0.001369266422
1383	0.001367372482
1384	0.001366020468
1385	0.0013641609
1386	0.001363950517
1387	0.001362146288
1388	0.001360320728
1389	0.001359582313
1390	0.001357880838
1391	0.001355619031
1392	0.001354323574
1393	0.001353456199
1394	0.001351771667
1395	0.001351109799
1396	0.001350912824
1397	0.001349552277
1398	0.001347768404
1399	0.001345020374
1400	0.001344655433
1401	0.001342779654
1402	0.001341389488
1403	0.00134029052
1404	0.001339075268
1405	0.00133837342
1406	0.001337177914
1407	0.001335460959
1408	0.001334181105
1409	0.001333720845
1410	0.001332602618
1411	0.001331062161
1412	0.001330785956
1413	0.001330552657
1414	0.001330386642
1415	0.001328946257
1416	0.001328818637
1417	0.001326468703
1418	0.001326361926
1419	0.001324879124
1420	0.001322217636
1421	0.001320913769
1422	0.001320477644
1423	0.001320188031
1424	0.001319980085
1425	0.001318426829
1426	0.001316791176
1427	0.001315480849
1428	0.001313752314
1429	0.001312702955
1430	0.001311344603
1431	0.001309490155
1432	0.00130836303
1433	0.001306393395
1434	0.001305055277
1435	0.001303865866
1436	0.001303185105
1437	0.00130146364
1438	0.001299511557
1439	0.001298107253
1440	0.001296935394
1441	0.001296343735
1442	0.001295220389
1443	0.001293555115
1444	0.001292289157
1445	0.001290710182
1446	0.001290101337
1447	0.001288492743
1448	0.001287317593
1449	0.001285496909
1450	0.001284799937
1451	0.001282392592
1452	0.001281827993
1453	0.001280366521
1454	0.001279377011
1455	0.001279375183
1456	0.001277798036
1457	0.001277786944
1458	0.001276522814
1459	0.00127616031
1460	0.001273437755
1461	0.001271919726
1462	0.001271675213
1463	0.001270083318
1464	0.001268135989
1465	0.001267791769
1466	0.001267387214
1467	0.001266851747
1468	0.00126668561
1469	0.001265205976
1470	0.001265205976
1471	0.001263194777
1472	0.001261638839
1473	0.00126057461
1474	0.001259050974
1475	0.001258578037
1476	0.00125718068
1477	0.001256087075
1478	0.001254417535
1479	0.001252678031
1480	0.001251476186
1481	0.001250632092
1482	0.001249162941
1483	0.001247832136
1484	0.001247313856
1485	0.001245869571
1486	0.00124454413
1487	0.001243393967
1488	0.001242941264
1489	0.001237750663
1490	0.00123658051
1491	0.001233869047
1492	0.001233157692
1493	0.001232302628
1494	0.001231843952
1495	0.001229641384
1496	0.001229070691
1497	0.001225716985
1498	0.001221790757
